444.74,115.07
412.84,127.54
465.10,104.69
433.50,95.62
437.16,120.58
472.62,109.93
470.18,89.43
422.49,89.68
440.43,111.55
454.67,150.49
452.22,113.35
488.20,94.65
459.48,83.99
428.77,108.22
470.62,87.49
419.06,118.65
491.19,122.43
452.07,125.23
458.72,109.92
481.19,127.24
446.41,88.04
464.24,110.35
452.60,77.98
425.81,127.98
492.04,106.27
483.97,97.39
469.85,65.55
418.27,107.39
462.62,93.16
424.61,102.17
453.81,98.16
492.73,131.48
464.44,142.85
445.65,128.57
473.74,114.62
455.24,161.54
433.38,121.14
477.45,139.08
453.44,161.35
443.10,116.26
508.17,122.65
508.60,152.91
476.45,112.18
454.31,124.50
471.34,157.02
479.23,102.79
516.05,132.18
461.56,138.19
482.47,168.70
454.13,101.25
69.05,459.50
58.01,404.89
46.61,419.97
46.89,403.06
56.54,455.71
48.96,440.19
87.41,449.90
46.90,439.66
17.66,434.33
82.53,455.77
39.91,481.98
47.35,454.31
41.04,485.75
85.76,475.66
30.25,500.85
41.57,485.96
43.56,489.98
20.47,484.51
49.30,463.41
57.61,501.65
48.78,477.01
43.88,467.23
50.17,469.19
41.29,430.99
62.56,486.63
32.93,487.42
61.75,443.33
66.46,451.10
45.75,481.65
68.99,442.61
48.07,484.41
12.01,462.77
39.19,457.24
50.58,480.63
36.61,456.40
51.61,444.38
35.63,450.50
55.53,519.80
48.85,458.78
46.35,504.64
71.18,458.06
35.76,473.50
49.24,435.17
52.79,425.61
25.84,483.20
72.95,449.85
43.08,473.60
47.77,447.91
36.74,441.06
30.73,460.40
23.69,430.32
48.33,415.00
56.50,450.42
42.13,434.69
46.96,494.58
60.55,457.21
53.30,483.90
28.08,430.59
84.13,452.32
62.30,464.78
42.05,457.31
67.21,484.35
76.14,448.19
68.35,458.68
59.83,424.16
68.31,445.87
83.05,464.10
59.01,455.31
63.70,480.58
102.55,446.46
103.20,479.26
91.82,470.96
81.73,465.64
77.60,435.16
100.80,433.67
86.84,496.25
120.50,456.31
100.69,482.29
103.06,469.90
95.99,445.69
122.21,465.78
103.92,441.45
141.83,475.86
114.20,486.42
126.12,424.41
143.53,425.43
122.35,482.03
122.16,451.81
152.16,423.63
96.59,452.33
144.61,450.51
118.14,455.00
145.39,432.85
131.65,462.17
160.57,436.16
125.23,445.87
96.00,458.03
95.54,433.16
101.90,415.68
130.26,423.31
146.73,454.44
90.93,437.49
111.51,454.82
115.67,446.27
116.43,466.01
116.22,457.12
126.58,447.25
109.90,473.25
128.83,455.80
153.08,451.35
109.70,478.15
115.22,509.99
122.68,443.99
137.39,449.17
153.90,493.09
121.49,487.55
102.10,482.57
106.81,494.73
120.48,484.53
122.75,515.64
134.00,505.59
193.17,477.33
187.63,481.90
154.70,470.00
159.95,458.50
183.57,464.96
167.13,451.00
189.43,479.29
125.44,471.95
168.85,490.43
910.91,53.14
907.76,35.25
900.29,39.33
900.43,33.07
868.14,14.30
867.36,29.80
856.97,8.10
885.24,8.33
865.91,47.73
890.06,26.38
874.48,852.63
842.01,847.50
868.04,850.63
872.98,858.86
862.38,844.44
860.56,817.57
854.57,851.50
872.04,875.19
860.76,904.97
825.83,851.39
849.90,804.07
834.12,804.86
876.12,857.63
854.52,816.53
853.12,804.86
821.40,828.24
862.25,863.78
865.13,858.23
853.15,831.14
894.69,818.95
800.95,808.64
841.08,812.46
803.92,831.02
805.59,833.48
812.67,819.18
822.40,800.73
841.71,816.90
828.43,834.22
859.64,848.83
862.42,819.62
802.95,822.30
859.34,827.01
846.99,844.75
825.58,870.73
854.80,815.03
842.81,815.03
828.89,821.26
819.35,821.38
847.01,798.01
839.30,842.74
814.74,814.95
816.66,833.12
798.27,832.28
813.02,828.48
796.22,857.15
795.43,835.01
791.36,864.41
804.83,850.91
776.63,861.06
832.04,811.41
753.16,825.54
766.31,824.77
781.24,818.44
772.52,811.61
778.90,850.71
803.00,836.00
762.43,830.61
765.60,840.33
776.49,830.44
803.70,828.27
799.75,803.44
793.47,863.05
796.63,789.03
779.64,822.38
792.48,828.88
791.63,786.47
754.06,824.04
778.81,806.67
787.69,805.55
796.89,830.41
754.19,794.80
753.95,831.73
748.00,850.25
742.06,828.53
742.48,818.97
773.66,835.21
726.17,816.75
757.71,850.41
729.16,861.14
757.78,813.03
775.06,828.81
778.24,832.40
747.35,807.49
800.00,819.73
765.64,820.21
734.75,833.70
796.24,830.50
791.52,828.06
765.38,829.64
783.48,828.97
276.09,914.16
272.97,878.34
257.04,909.62
298.29,884.74
263.26,923.44
242.06,904.24
259.08,892.67
298.95,910.80
325.60,908.56
282.68,862.76
207.85,922.23
254.90,901.62
219.65,885.80
257.83,909.19
226.87,896.48
258.42,892.48
230.63,868.02
224.82,923.74
245.40,922.74
265.92,910.28
255.07,863.82
223.59,878.47
228.07,834.21
244.78,887.58
241.43,829.04
234.36,904.22
223.27,832.25
217.10,857.84
264.79,835.24
232.73,834.66
218.24,876.03
212.82,905.64
236.67,856.37
254.03,873.35
225.00,897.02
215.45,893.76
212.77,831.19
211.85,849.86
223.69,851.63
192.11,882.31
223.06,922.56
214.26,912.32
192.61,889.36
249.61,898.19
213.32,883.30
200.46,873.74
213.80,871.95
223.14,898.84
217.02,922.90
199.19,872.26
192.12,934.66
223.84,967.85
206.08,945.16
217.37,969.16
223.12,962.02
251.90,917.08
224.68,947.15
258.28,936.74
181.14,939.49
244.36,932.55
232.18,877.75
217.70,908.79
218.23,911.75
231.95,927.58
196.47,912.17
191.71,912.77
230.43,892.04
210.53,895.73
180.33,898.34
197.99,898.12
193.78,880.29
195.48,884.01
242.91,881.35
218.16,912.26
179.66,885.95
236.83,862.80
208.87,864.90
212.00,925.97
202.26,876.02
188.55,888.17
198.29,861.59
200.77,916.86
225.48,875.20
217.73,864.47
185.51,910.86
215.58,871.54
215.09,917.23
249.67,900.87
223.52,899.18
174.51,897.96
230.57,843.08
215.05,871.42
245.38,861.53
219.56,877.34
215.69,842.80
252.12,873.29
237.46,856.00
221.29,848.99
230.22,844.46
214.84,893.62
227.05,867.92
172.23,875.64
200.84,900.61
220.63,841.85
202.09,848.96
206.01,878.89
192.16,839.72
184.74,844.80
178.52,841.01
192.92,849.31
138.52,885.58
159.69,899.74
145.39,874.17
123.32,840.15
142.48,820.01
141.24,896.50
153.99,838.91
152.78,836.54
151.39,882.95
141.46,881.06
158.15,901.06
178.34,855.61
140.85,839.79
148.87,852.74
169.59,841.80
166.00,865.82
168.05,857.67
143.25,858.01
157.85,826.77
164.14,867.87
168.73,863.72
205.83,831.83
171.45,827.60
198.75,850.50
184.25,846.06
205.98,876.20
206.66,849.67
154.47,874.32
191.64,899.39
207.70,858.14
143.11,875.38
177.55,865.53
158.95,873.84
168.05,877.30
156.55,857.39
142.16,893.95
154.84,865.68
193.13,851.93
118.62,860.93
148.33,883.33
133.28,907.53
143.23,866.76
114.54,868.01
158.67,847.95
106.73,836.65
161.61,843.64
135.64,824.55
109.30,835.07
142.73,832.59
158.16,888.05
143.66,842.86
120.29,845.43
155.32,873.25
114.03,852.68
113.33,852.20
163.54,857.35
121.29,879.43
104.32,904.78
156.32,855.92
103.46,875.14
138.22,839.58
135.89,896.50
136.44,872.14
83.91,865.30
146.66,867.09
94.90,854.92
82.94,859.36
83.87,861.98
99.77,846.48
106.46,878.00
122.95,878.26
116.57,838.99
103.72,821.77
105.79,846.12
78.89,850.58
104.98,908.03
96.59,874.88
118.42,886.02
107.33,910.55
86.62,849.17
64.74,881.58
73.04,872.05
92.20,838.83
81.55,868.88
80.73,863.93
127.20,867.02
106.81,861.37
96.84,845.98
91.20,903.86
103.85,870.01
123.79,869.10
121.48,896.42
142.48,890.89
118.14,842.00
107.77,862.57
112.78,858.36
120.84,826.93
120.89,904.95
80.70,878.51
83.77,852.99
105.27,853.40
124.05,853.28
111.76,811.65
71.93,842.37
76.67,827.10
112.44,828.23
101.28,834.31
96.22,823.39
101.64,816.48
120.90,829.24
124.43,843.57
112.59,800.89
119.07,837.04
114.73,835.96
136.96,804.51
135.33,817.91
125.24,853.99
109.24,790.68
111.34,855.49
117.44,856.38
131.47,827.94
167.64,834.79
192.15,826.59
115.96,857.13
163.18,830.27
153.82,840.28
117.63,858.37
173.04,803.95
139.03,865.65
170.16,858.31
183.52,835.72
169.01,831.85
134.00,857.22
123.58,845.41
125.44,828.15
163.31,820.30
153.15,870.17
140.95,846.21
149.93,861.73
178.22,811.90
996.36,854.68
1016.24,853.13
974.22,849.26
965.22,865.88
941.38,849.25
960.12,879.61
973.59,857.54
981.40,851.39
981.45,840.59
